2457748.318228 0.000017 -0.526907 0.030833 0.002856
2457748.318245 0.000017 -0.523326 0.031369 0.001703
2457748.318263 0.000017 -0.519745 0.030439 0.002327
2457748.318280 0.000017 -0.516164 0.030438 0.002981
2457748.318298 0.000017 -0.512583 0.031022 0.001788
2457748.318315 0.000017 -0.509002 0.030371 0.001853
2457748.318333 0.000017 -0.505421 0.028870 0.002185
2457748.318350 0.000017 -0.501839 0.029992 0.002414
2457748.318368 0.000017 -0.498258 0.029438 0.001828
2457748.318385 0.000017 -0.494677 0.029067 0.002337
2457748.318403 0.000017 -0.491096 0.029657 0.002595
2457748.318420 0.000017 -0.487515 0.031413 0.002528
2457748.318438 0.000017 -0.483934 0.029783 0.001304
2457748.318455 0.000017 -0.480352 0.031827 0.002472
2457748.318473 0.000017 -0.476771 0.030872 0.002949
2457748.318490 0.000017 -0.473190 0.029867 0.001662
2457748.318508 0.000017 -0.469609 0.030321 0.002658
2457748.318525 0.000017 -0.466028 0.031185 0.001807
2457748.318543 0.000017 -0.462447 0.030126 0.002128
2457748.318561 0.000017 -0.458866 0.031534 0.001760
2457748.318578 0.000017 -0.455284 0.030392 0.001576
2457748.318596 0.000017 -0.451703 0.031003 0.002599
2457748.318613 0.000017 -0.448122 0.030906 0.001995
2457748.318631 0.000017 -0.444541 0.029931 0.002459
2457748.318648 0.000017 -0.440960 0.029275 0.001819
2457748.318666 0.000017 -0.437379 0.029076 0.002767
2457748.318683 0.000017 -0.433798 0.029684 0.001843
2457748.318701 0.000017 -0.430216 0.028452 0.002089
2457748.318718 0.000017 -0.426635 0.030000 0.001886
2457748.318736 0.000017 -0.423054 0.030132 0.003108
2457748.318753 0.000017 -0.419473 0.030094 0.002269
2457748.318771 0.000017 -0.415892 0.031744 0.001081
2457748.318788 0.000017 -0.412311 0.030864 0.002386
2457748.318806 0.000017 -0.408729 0.030413 0.002061
2457748.318823 0.000017 -0.405148 0.030024 0.002468
2457748.318841 0.000017 -0.401567 0.030368 0.002245
2457748.318858 0.000017 -0.397986 0.030067 0.002408
2457748.318876 0.000017 -0.394405 0.031306 0.002135
2457748.318893 0.000017 -0.390824 0.031378 0.002249
2457748.318911 0.000017 -0.387243 0.032125 0.001953
2457748.318928 0.000017 -0.383661 0.030271 0.001839
2457748.318946 0.000017 -0.380080 0.031634 0.001563
2457748.318963 0.000017 -0.376499 0.030821 0.003260
2457748.318981 0.000017 -0.372918 0.032130 0.002620
2457748.318998 0.000017 -0.369337 0.031586 0.001280
2457748.319016 0.000017 -0.365756 0.030669 0.001363
2457748.319033 0.000017 -0.362175 0.033761 0.002538
2457748.319051 0.000017 -0.358593 0.031943 0.002338
2457748.319068 0.000017 -0.355012 0.031975 0.003300
2457748.319086 0.000017 -0.351431 0.031253 0.002051
2457748.319103 0.000017 -0.347850 0.029978 0.001655
2457748.319121 0.000017 -0.344269 0.030425 0.002741
2457748.319138 0.000017 -0.340688 0.030372 0.001506
2457748.319156 0.000017 -0.337106 0.029892 0.002621
2457748.319174 0.000017 -0.333525 0.027215 0.001833
2457748.319191 0.000017 -0.329944 0.029119 0.002261
2457748.319209 0.000017 -0.326363 0.028937 0.002393
2457748.319226 0.000017 -0.322782 0.029418 0.002391
2457748.319244 0.000017 -0.319201 0.029758 0.002600
2457748.319261 0.000017 -0.315620 0.030774 0.002926
2457748.319279 0.000017 -0.312038 0.030541 0.002270
2457748.319296 0.000017 -0.308457 0.030813 0.002750
2457748.319314 0.000017 -0.304876 0.031185 0.002261
2457748.319331 0.000017 -0.301295 0.030529 0.002479
2457748.319349 0.000017 -0.297714 0.030668 0.002179
2457748.319366 0.000017 -0.294133 0.031269 0.001088
2457748.319384 0.000017 -0.290552 0.029094 0.002827
2457748.319401 0.000017 -0.286970 0.030823 0.002619
2457748.319419 0.000017 -0.283389 0.030372 0.001172
2457748.319436 0.000017 -0.279808 0.031048 0.001700
2457748.319454 0.000017 -0.276227 0.030363 0.002331
2457748.319471 0.000017 -0.272646 0.030436 0.002317
2457748.319489 0.000017 -0.269065 0.030566 0.002555
2457748.319506 0.000017 -0.265483 0.033662 0.001432
2457748.319524 0.000017 -0.261902 0.035728 0.003452
2457748.319541 0.000017 -0.258321 0.035777 0.002377
2457748.319559 0.000017 -0.254740 0.035356 0.001732
2457748.319576 0.000017 -0.251159 0.034432 0.002295
2457748.319594 0.000017 -0.247578 0.034760 0.002168
2457748.319611 0.000017 -0.243997 0.034047 0.002186
2457748.319629 0.000017 -0.240415 0.033091 0.002366
2457748.319646 0.000017 -0.236834 0.033676 0.002668
2457748.319664 0.000017 -0.233253 0.031838 0.001655
2457748.319681 0.000017 -0.229672 0.032182 0.002445
2457748.319699 0.000017 -0.226091 0.031247 0.002305
2457748.319716 0.000017 -0.222510 0.030631 0.002280
2457748.319734 0.000017 -0.218929 0.031172 0.001256
2457748.319751 0.000017 -0.215347 0.030626 0.002300
2457748.319769 0.000017 -0.211766 0.031996 0.002573
2457748.319787 0.000017 -0.208185 0.030957 0.001710
2457748.319804 0.000017 -0.204604 0.031161 0.002820
2457748.319822 0.000017 -0.201023 0.030663 0.002836
2457748.319839 0.000017 -0.197442 0.029019 0.001751
2457748.319857 0.000017 -0.193860 0.029343 0.001408
2457748.319874 0.000017 -0.190279 0.029468 0.002237
2457748.319892 0.000017 -0.186698 0.029073 0.002775
2457748.319909 0.000017 -0.183117 0.029509 0.002721
2457748.319927 0.000017 -0.179536 0.029794 0.002190
2457748.319944 0.000017 -0.175955 0.028839 0.002240
2457748.319962 0.000017 -0.172374 0.028706 0.002559
2457748.319979 0.000017 -0.168792 0.027959 0.002027
2457748.319997 0.000017 -0.165211 0.029709 0.002226
2457748.320014 0.000017 -0.161630 0.029261 0.003508
2457748.320032 0.000017 -0.158049 0.029350 0.002569
2457748.320049 0.000017 -0.154468 0.028869 0.001791
2457748.320067 0.000017 -0.150887 0.028229 0.002395
2457748.320084 0.000017 -0.147306 0.027900 0.002625
2457748.320102 0.000017 -0.143724 0.028528 0.001741
2457748.320119 0.000017 -0.140143 0.027379 0.002860
2457748.320137 0.000017 -0.136562 0.028031 0.001930
2457748.320154 0.000017 -0.132981 0.027493 0.002307
2457748.320172 0.000017 -0.129400 0.025895 0.002138
2457748.320189 0.000017 -0.125819 0.028399 0.003031
2457748.320207 0.000017 -0.122237 0.028020 0.001883
2457748.320224 0.000017 -0.118656 0.026574 0.002700
2457748.320242 0.000017 -0.115075 0.025547 0.001921
2457748.320259 0.000017 -0.111494 0.027631 0.002742
2457748.320277 0.000017 -0.107913 0.026854 0.003244
2457748.320294 0.000017 -0.104332 0.026148 0.001983
2457748.320312 0.000017 -0.100751 0.026075 0.001794
2457748.320329 0.000017 -0.097169 0.025365 0.002720
2457748.320347 0.000017 -0.093588 0.026906 0.001804
2457748.320365 0.000017 -0.090007 0.025811 0.001816
2457748.320382 0.000017 -0.086426 0.026849 0.002374
2457748.320400 0.000017 -0.082845 0.025432 0.002476
2457748.320417 0.000017 -0.079264 0.027124 0.001839
2457748.320435 0.000017 -0.075683 0.026744 0.003266
2457748.320452 0.000017 -0.072101 0.027376 0.002301
2457748.320470 0.000017 -0.068520 0.026926 0.002373
2457748.320487 0.000017 -0.064939 0.027516 0.001632
2457748.320505 0.000017 -0.061358 0.027096 0.001671
2457748.320522 0.000017 -0.057777 0.026058 0.002181
2457748.320540 0.000017 -0.054196 0.025544 0.002088
2457748.320557 0.000017 -0.050614 0.026609 0.003144
2457748.320575 0.000017 -0.047033 0.026356 0.002252
2457748.320592 0.000017 -0.043452 0.027456 0.001955
2457748.320610 0.000017 -0.039871 0.026047 0.002520
2457748.320627 0.000017 -0.036290 0.026932 0.001472
2457748.320645 0.000017 -0.032709 0.028448 0.002701
2457748.320662 0.000017 -0.029128 0.027332 0.001882
2457748.320680 0.000017 -0.025546 0.026253 0.001293
2457748.320697 0.000017 -0.021965 0.022933 0.003494
2457748.320715 0.000017 -0.018384 0.008122 0.004312
2457748.320732 0.000017 -0.014803 0.001918 0.001836
2457748.320750 0.000017 -0.011222 0.002180 0.001542
2457748.320767 0.000017 -0.007641 0.002217 0.001712
2457748.320785 0.000017 -0.004060 0.000745 0.002344
2457748.320802 0.000017 -0.000478 0.001301 0.002047
2457748.320820 0.000017 0.003103 0.000234 0.001661
2457748.320837 0.000017 0.006684 0.000236 0.001741
2457748.320855 0.000017 0.010265 0.000645 0.001652
2457748.320872 0.000017 0.013846 0.001641 0.002098
2457748.320890 0.000017 0.017427 0.006077 0.002682
2457748.320907 0.000017 0.021009 0.015063 0.004374
2457748.320925 0.000017 0.024590 0.023566 0.001524
2457748.320942 0.000017 0.028171 0.025326 0.002239
2457748.320960 0.000017 0.031752 0.024274 0.003007
2457748.320978 0.000017 0.035333 0.024469 0.001970
2457748.320995 0.000017 0.038914 0.024809 0.001743
2457748.321013 0.000017 0.042495 0.025110 0.002762
2457748.321031 0.000017 0.046077 0.024470 0.001734
2457748.321048 0.000017 0.049658 0.026017 0.002278
2457748.321066 0.000017 0.053239 0.026940 0.001831
2457748.321083 0.000017 0.056820 0.025939 0.001582
2457748.321100 0.000017 0.060401 0.027419 0.002638
2457748.321119 0.000017 0.063982 0.028036 0.001427
2457748.321135 0.000017 0.067563 0.028719 0.002481
2457748.321153 0.000017 0.071145 0.030556 0.002362
2457748.321170 0.000017 0.074726 0.029993 0.002540
2457748.321188 0.000017 0.078307 0.030959 0.001918
2457748.321206 0.000017 0.081888 0.030165 0.002412
2457748.321223 0.000017 0.085469 0.030570 0.002912
2457748.321240 0.000017 0.089050 0.029782 0.002205
2457748.321258 0.000017 0.092632 0.029583 0.002536
2457748.321275 0.000017 0.096213 0.028966 0.002301
2457748.321294 0.000017 0.099794 0.028737 0.002639
2457748.321310 0.000017 0.103375 0.028883 0.002387
2457748.321328 0.000017 0.106956 0.027121 0.002864
2457748.321346 0.000017 0.110537 0.028937 0.003341
2457748.321364 0.000017 0.114118 0.027120 0.002340
2457748.321380 0.000017 0.117700 0.028715 0.002157
2457748.321398 0.000017 0.121281 0.027895 0.002570
2457748.321415 0.000017 0.124862 0.027005 0.002670
